x, y, z
0.443799, -0.138360, -0.005861
0.443883, -0.138022, -0.005697
0.443967, -0.137684, -0.005532
0.444051, -0.137345, -0.005369
0.444134, -0.137007, -0.005206
0.444302, -0.136330, -0.004882
0.444470, -0.135652, -0.004563
0.444639, -0.134973, -0.004247
0.444807, -0.134293, -0.003935
0.444976, -0.133612, -0.003627
0.445145, -0.132931, -0.003322
0.445314, -0.132249, -0.003022
0.445483, -0.131566, -0.002725
0.445653, -0.130882, -0.002433
0.445822, -0.130197, -0.002145
0.445992, -0.129512, -0.001862
0.446163, -0.128825, -0.001582
0.446333, -0.128138, -0.001308
0.446503, -0.127450, -0.001034
0.446674, -0.126761, -0.000765
0.446845, -0.126071, -0.000501
0.447016, -0.125380, -0.000243
0.447188, -0.124688, 0.000009
0.447360, -0.123994, 0.000255
0.447532, -0.123299, 0.000494
0.447705, -0.122603, 0.000726
0.447878, -0.121905, 0.000952
0.448051, -0.121206, 0.001171
0.448225, -0.120506, 0.001384
0.448399, -0.119803, 0.001589
0.448573, -0.119100, 0.001787
0.448748, -0.118394, 0.001976
0.448923, -0.117687, 0.002157
0.449099, -0.116978, 0.002328
0.449275, -0.116267, 0.002490
0.449452, -0.115554, 0.002644
0.449629, -0.114840, 0.002790
0.449807, -0.114124, 0.002930
0.449984, -0.113407, 0.003063
0.450163, -0.112688, 0.003188
0.450341, -0.111966, 0.003300
0.450521, -0.111241, 0.003397
0.450702, -0.110512, 0.003473
0.450884, -0.109778, 0.003527
0.451067, -0.109040, 0.003557
0.451251, -0.108296, 0.003564
0.451437, -0.107547, 0.003545
0.451624, -0.106792, 0.003497
0.451813, -0.106030, 0.003415
0.452004, -0.105259, 0.003291
0.452101, -0.104868, 0.003206
0.452199, -0.104473, 0.003097
0.452299, -0.104070, 0.002952
0.452401, -0.103655, 0.002750
0.452486, -0.103313, 0.002538
0.452530, -0.103139, 0.002418
0.452574, -0.102959, 0.002274
0.452598, -0.102864, 0.002175
0.452610, -0.102813, 0.002107
0.452617, -0.102784, 0.002060
0.452626, -0.102748, 0.001978
0.452631, -0.102730, 0.001803
0.452629, -0.102738, 0.001752
0.452623, -0.102760, 0.001676
0.452611, -0.102810, 0.001561
0.452583, -0.102924, 0.001391
0.452553, -0.103045, 0.001261
0.452488, -0.103305, 0.001076
0.452405, -0.103643, 0.000912
0.452320, -0.103984, 0.000762
0.452235, -0.104328, 0.000627
0.452148, -0.104676, 0.000508
0.451975, -0.105378, 0.000301
0.451800, -0.106082, 0.000109
0.451624, -0.106790, -0.000070
0.451449, -0.107500, -0.000239
0.451272, -0.108212, -0.000397
0.451095, -0.108925, -0.000548
0.450918, -0.109640, -0.000692
0.450741, -0.110356, -0.000831
0.450563, -0.111073, -0.000967
0.450385, -0.111790, -0.001099
0.450207, -0.112508, -0.001230
0.450029, -0.113225, -0.001360
0.449851, -0.113943, -0.001491
0.449674, -0.114661, -0.001622
0.449496, -0.115378, -0.001754
0.449318, -0.116096, -0.001885
0.449140, -0.116813, -0.002017
0.448962, -0.117531, -0.002148
0.448784, -0.118248, -0.002280
0.448606, -0.118966, -0.002411
0.448429, -0.119683, -0.002542
0.448251, -0.120401, -0.002673
0.448073, -0.121119, -0.002805
0.447895, -0.121836, -0.002936
0.447717, -0.122554, -0.003067
0.447539, -0.123271, -0.003199
0.447361, -0.123989, -0.003330
0.447183, -0.124706, -0.003461
0.447006, -0.125424, -0.003593
0.446828, -0.126141, -0.003724
0.446650, -0.126859, -0.003855
0.446472, -0.127577, -0.003987
0.446294, -0.128294, -0.004118
0.446116, -0.129012, -0.004249
0.445938, -0.129729, -0.004381
0.445761, -0.130447, -0.004512
0.445583, -0.131164, -0.004643
0.445406, -0.131878, -0.004795
0.445228, -0.132595, -0.004930
0.445050, -0.133311, -0.005064
0.444873, -0.134028, -0.005199
0.444695, -0.134745, -0.005334
0.444517, -0.135462, -0.005469
0.444340, -0.136179, -0.005603
0.444162, -0.136896, -0.005738
0.444073, -0.137254, -0.005806
0.443984, -0.137612, -0.005873
0.443896, -0.137971, -0.005940
0.443807, -0.138329, -0.006008
