x, y, z
0.101783, -0.075035, -0.059988
0.101823, -0.074301, -0.058971
0.101864, -0.073566, -0.057955
0.101905, -0.072831, -0.056940
0.101946, -0.072094, -0.055927
0.102028, -0.070614, -0.053907
0.102110, -0.069126, -0.051897
0.102193, -0.067630, -0.049897
0.102277, -0.066125, -0.047906
0.102361, -0.064612, -0.045924
0.102445, -0.063091, -0.043952
0.102530, -0.061561, -0.041990
0.102615, -0.060022, -0.040039
0.102701, -0.058474, -0.038097
0.102787, -0.056917, -0.036167
0.102874, -0.055350, -0.034247
0.102961, -0.053774, -0.032339
0.103049, -0.052188, -0.030441
0.103137, -0.050600, -0.028546
0.103226, -0.049002, -0.026663
0.103315, -0.047392, -0.024793
0.103405, -0.045769, -0.022938
0.103496, -0.044134, -0.021097
0.103587, -0.042484, -0.019273
0.103680, -0.040820, -0.017466
0.103773, -0.039142, -0.015675
0.103867, -0.037449, -0.013900
0.103961, -0.035741, -0.012142
0.104057, -0.034019, -0.010401
0.104153, -0.032282, -0.008678
0.104250, -0.030528, -0.006975
0.104349, -0.028755, -0.005292
0.104448, -0.026963, -0.003631
0.104548, -0.025150, -0.001995
0.104650, -0.023318, -0.000380
0.104753, -0.021468, 0.001213
0.104856, -0.019602, 0.002788
0.104960, -0.017721, 0.004346
0.105065, -0.015826, 0.005888
0.105171, -0.013912, 0.007408
0.105279, -0.011971, 0.008897
0.105389, -0.009996, 0.010346
0.105501, -0.007977, 0.011746
0.105615, -0.005908, 0.013088
0.105733, -0.003787, 0.014370
0.105853, -0.001616, 0.015594
0.105977, 0.000611, 0.016754
0.106104, 0.002901, 0.017841
0.106235, 0.005268, 0.018840
0.106371, 0.007723, 0.019737
0.106442, 0.009002, 0.020127
0.106516, 0.010335, 0.020454
0.106594, 0.011744, 0.020694
0.106679, 0.013277, 0.020791
0.106753, 0.014616, 0.020740
0.106792, 0.015314, 0.020681
0.106834, 0.016068, 0.020559
0.106858, 0.016502, 0.020432
0.106872, 0.016760, 0.020321
0.106881, 0.016917, 0.020233
0.106894, 0.017150, 0.020057
0.106912, 0.017479, 0.019587
0.106915, 0.017534, 0.019429
0.106918, 0.017592, 0.019177
0.106920, 0.017624, 0.018768
0.106916, 0.017559, 0.018099
0.106908, 0.017406, 0.017530
0.106882, 0.016934, 0.016584
0.106841, 0.016201, 0.015567
0.106799, 0.015434, 0.014588
0.106754, 0.014636, 0.013645
0.106708, 0.013802, 0.012743
0.106612, 0.012068, 0.011016
0.106514, 0.010301, 0.009327
0.106415, 0.008508, 0.007668
0.106314, 0.006689, 0.006038
0.106212, 0.004850, 0.004432
0.106109, 0.002993, 0.002847
0.106005, 0.001122, 0.001277
0.105901, -0.000760, -0.000279
0.105796, -0.002651, -0.001826
0.105691, -0.004548, -0.003366
0.105585, -0.006448, -0.004902
0.105480, -0.008350, -0.006436
0.105375, -0.010250, -0.007972
0.105269, -0.012150, -0.009508
0.105164, -0.014049, -0.011045
0.105059, -0.015948, -0.012583
0.104953, -0.017846, -0.014121
0.104848, -0.019745, -0.015658
0.104743, -0.021645, -0.017195
0.104637, -0.023544, -0.018732
0.104532, -0.025444, -0.020268
0.104427, -0.027343, -0.021805
0.104322, -0.029243, -0.023342
0.104216, -0.031142, -0.024879
0.104111, -0.033041, -0.026416
0.104006, -0.034941, -0.027952
0.103900, -0.036840, -0.029489
0.103795, -0.038739, -0.031026
0.103690, -0.040638, -0.032563
0.103584, -0.042538, -0.034100
0.103479, -0.044437, -0.035637
0.103374, -0.046337, -0.037174
0.103268, -0.048236, -0.038711
0.103163, -0.050135, -0.040248
0.103058, -0.052035, -0.041785
0.102953, -0.053934, -0.043321
0.102847, -0.055833, -0.044858
0.102744, -0.057688, -0.046447
0.102640, -0.059580, -0.047992
0.102535, -0.061471, -0.049538
0.102430, -0.063363, -0.051083
0.102325, -0.065255, -0.052629
0.102220, -0.067147, -0.054174
0.102115, -0.069039, -0.055720
0.102010, -0.070931, -0.057265
0.101958, -0.071877, -0.058038
0.101905, -0.072823, -0.058811
0.101853, -0.073768, -0.059584
0.101800, -0.074714, -0.060356
