x, y, z
0.096636, -0.005044, -0.000498
0.096636, -0.005020, -0.000487
0.096636, -0.004956, -0.000455
0.096636, -0.004861, -0.000406
0.096636, -0.004737, -0.000350
0.096636, -0.004579, -0.000290
0.096636, -0.004389, -0.000223
0.096636, -0.004170, -0.000150
0.096636, -0.003924, -0.000070
0.096636, -0.003656, 0.000013
0.096636, -0.003369, 0.000100
0.096636, -0.003067, 0.000188
0.096636, -0.002755, 0.000278
0.096636, -0.002435, 0.000365
0.096636, -0.002113, 0.000447
0.096636, -0.001790, 0.000523
0.096636, -0.001471, 0.000589
0.096636, -0.001158, 0.000643
0.096636, -0.000854, 0.000683
0.096636, -0.000558, 0.000707
0.096636, -0.000273, 0.000716
0.096636, 0.000002, 0.000711
0.096636, 0.000265, 0.000693
0.096636, 0.000513, 0.000664
0.096636, 0.000742, 0.000626
0.096636, 0.000951, 0.000580
0.096636, 0.001138, 0.000527
0.096636, 0.001299, 0.000469
0.096636, 0.001433, 0.000407
0.096636, 0.001540, 0.000342
0.096636, 0.001618, 0.000277
0.096636, 0.001646, 0.000245
0.096636, 0.001669, 0.000208
0.096636, 0.001678, 0.000186
0.096636, 0.001680, 0.000161
0.096636, 0.001678, 0.000152
0.096636, 0.001670, 0.000137
0.096636, 0.001653, 0.000117
0.096636, 0.001618, 0.000085
0.096636, 0.001579, 0.000059
0.096636, 0.001474, 0.000005
0.096636, 0.001336, -0.000049
0.096636, 0.001166, -0.000101
0.096636, 0.000965, -0.000151
0.096636, 0.000736, -0.000199
0.096636, 0.000483, -0.000244
0.096636, 0.000208, -0.000285
0.096636, -0.000084, -0.000320
0.096636, -0.000393, -0.000346
0.096636, -0.000717, -0.000363
0.096636, -0.001056, -0.000369
0.096636, -0.001408, -0.000368
0.096636, -0.001772, -0.000362
0.096636, -0.002143, -0.000356
0.096636, -0.002515, -0.000352
0.096636, -0.002881, -0.000352
0.096636, -0.003237, -0.000356
0.096636, -0.003576, -0.000365
0.096636, -0.003891, -0.000385
0.096636, -0.004177, -0.000407
0.096636, -0.004429, -0.000431
0.096636, -0.004642, -0.000456
0.096636, -0.004812, -0.000481
0.096636, -0.004938, -0.000502
0.096636, -0.005015, -0.000518
0.096636, -0.005041, -0.000525
