x, y, z
0.349399, -0.118323, -0.013143
0.349517, -0.117713, -0.012812
0.349635, -0.117103, -0.012482
0.349753, -0.116493, -0.012152
0.349872, -0.115883, -0.011823
0.350108, -0.114661, -0.011171
0.350345, -0.113438, -0.010526
0.350583, -0.112212, -0.009887
0.350821, -0.110985, -0.009256
0.351059, -0.109756, -0.008631
0.351297, -0.108525, -0.008013
0.351536, -0.107292, -0.007402
0.351775, -0.106057, -0.006798
0.352015, -0.104820, -0.006203
0.352255, -0.103582, -0.005615
0.352496, -0.102341, -0.005034
0.352736, -0.101098, -0.004462
0.352978, -0.099853, -0.003897
0.353219, -0.098608, -0.003335
0.353461, -0.097360, -0.002781
0.353703, -0.096110, -0.002236
0.353946, -0.094857, -0.001702
0.354189, -0.093601, -0.001178
0.354433, -0.092342, -0.000667
0.354677, -0.091081, -0.000167
0.354922, -0.089816, 0.000321
0.355168, -0.088547, 0.000797
0.355414, -0.087276, 0.001261
0.355661, -0.086002, 0.001713
0.355909, -0.084724, 0.002153
0.356157, -0.083442, 0.002578
0.356406, -0.082157, 0.002988
0.356656, -0.080867, 0.003382
0.356907, -0.079573, 0.003759
0.357159, -0.078275, 0.004120
0.357411, -0.076973, 0.004466
0.357664, -0.075667, 0.004799
0.357918, -0.074358, 0.005120
0.358172, -0.073046, 0.005429
0.358427, -0.071730, 0.005722
0.358683, -0.070408, 0.005993
0.358941, -0.069078, 0.006235
0.359200, -0.067740, 0.006442
0.359461, -0.066390, 0.006607
0.359725, -0.065029, 0.006730
0.359991, -0.063657, 0.006810
0.360259, -0.062273, 0.006845
0.360530, -0.060875, 0.006827
0.360804, -0.059461, 0.006746
0.361082, -0.058027, 0.006592
0.361223, -0.057299, 0.006472
0.361366, -0.056560, 0.006308
0.361513, -0.055804, 0.006081
0.361664, -0.055021, 0.005751
0.361790, -0.054370, 0.005395
0.361855, -0.054038, 0.005193
0.361921, -0.053695, 0.004945
0.361957, -0.053510, 0.004774
0.361977, -0.053409, 0.004654
0.361988, -0.053353, 0.004571
0.362002, -0.053279, 0.004425
0.362011, -0.053231, 0.004107
0.362009, -0.053241, 0.004014
0.362003, -0.053274, 0.003872
0.361987, -0.053357, 0.003658
0.361949, -0.053551, 0.003338
0.361908, -0.053765, 0.003089
0.361818, -0.054227, 0.002729
0.361700, -0.054837, 0.002397
0.361580, -0.055454, 0.002093
0.361460, -0.056077, 0.001815
0.361337, -0.056709, 0.001567
0.361090, -0.057986, 0.001125
0.360841, -0.059270, 0.000710
0.360591, -0.060560, 0.000317
0.360340, -0.061855, -0.000055
0.360088, -0.063155, -0.000410
0.359836, -0.064459, -0.000751
0.359582, -0.065766, -0.001079
0.359329, -0.067075, -0.001399
0.359075, -0.068386, -0.001711
0.358820, -0.069698, -0.002019
0.358566, -0.071012, -0.002324
0.358311, -0.072325, -0.002627
0.358057, -0.073638, -0.002931
0.357803, -0.074951, -0.003236
0.357548, -0.076264, -0.003542
0.357294, -0.077577, -0.003848
0.357039, -0.078890, -0.004154
0.356785, -0.080203, -0.004460
0.356531, -0.081515, -0.004765
0.356276, -0.082828, -0.005070
0.356022, -0.084141, -0.005376
0.355767, -0.085454, -0.005681
0.355513, -0.086767, -0.005986
0.355259, -0.088080, -0.006291
0.355004, -0.089393, -0.006597
0.354750, -0.090706, -0.006902
0.354495, -0.092019, -0.007208
0.354241, -0.093332, -0.007513
0.353987, -0.094645, -0.007818
0.353732, -0.095958, -0.008124
0.353478, -0.097271, -0.008429
0.353224, -0.098584, -0.008734
0.352969, -0.099897, -0.009040
0.352715, -0.101210, -0.009345
0.352460, -0.102523, -0.009651
0.352206, -0.103835, -0.009956
0.351952, -0.105148, -0.010261
0.351699, -0.106452, -0.010604
0.351445, -0.107763, -0.010915
0.351191, -0.109074, -0.011227
0.350937, -0.110386, -0.011538
0.350683, -0.111697, -0.011850
0.350429, -0.113008, -0.012162
0.350175, -0.114319, -0.012473
0.349920, -0.115631, -0.012785
0.349793, -0.116286, -0.012940
0.349666, -0.116942, -0.013096
0.349539, -0.117598, -0.013252
0.349412, -0.118253, -0.013408
