x, y, z
0.409135, -0.131915, -0.008619
0.409241, -0.131452, -0.008386
0.409346, -0.130989, -0.008153
0.409452, -0.130526, -0.007921
0.409557, -0.130063, -0.007690
0.409769, -0.129136, -0.007232
0.409981, -0.128208, -0.006779
0.410193, -0.127278, -0.006331
0.410405, -0.126348, -0.005888
0.410617, -0.125416, -0.005450
0.410830, -0.124483, -0.005018
0.411043, -0.123549, -0.004591
0.411256, -0.122614, -0.004169
0.411470, -0.121677, -0.003754
0.411684, -0.120739, -0.003344
0.411898, -0.119799, -0.002940
0.412113, -0.118859, -0.002542
0.412328, -0.117917, -0.002150
0.412542, -0.116974, -0.001759
0.412758, -0.116030, -0.001375
0.412973, -0.115085, -0.000998
0.413189, -0.114138, -0.000629
0.413406, -0.113189, -0.000269
0.413623, -0.112237, 0.000083
0.413840, -0.111284, 0.000426
0.414058, -0.110329, 0.000760
0.414276, -0.109372, 0.001085
0.414495, -0.108413, 0.001401
0.414714, -0.107451, 0.001708
0.414934, -0.106488, 0.002005
0.415154, -0.105522, 0.002291
0.415375, -0.104553, 0.002567
0.415597, -0.103582, 0.002829
0.415819, -0.102608, 0.003079
0.416041, -0.101631, 0.003317
0.416265, -0.100652, 0.003544
0.416489, -0.099670, 0.003760
0.416713, -0.098686, 0.003967
0.416938, -0.097700, 0.004166
0.417163, -0.096712, 0.004352
0.417390, -0.095719, 0.004522
0.417617, -0.094722, 0.004670
0.417846, -0.093719, 0.004791
0.418076, -0.092708, 0.004880
0.418308, -0.091691, 0.004937
0.418542, -0.090666, 0.004962
0.418778, -0.089633, 0.004953
0.419015, -0.088591, 0.004904
0.419255, -0.087539, 0.004807
0.419498, -0.086474, 0.004655
0.419621, -0.085934, 0.004546
0.419746, -0.085386, 0.004404
0.419873, -0.084828, 0.004214
0.420005, -0.084252, 0.003947
0.420113, -0.083776, 0.003663
0.420169, -0.083534, 0.003502
0.420226, -0.083283, 0.003307
0.420256, -0.083150, 0.003174
0.420273, -0.083078, 0.003082
0.420282, -0.083038, 0.003018
0.420293, -0.082987, 0.002906
0.420300, -0.082958, 0.002666
0.420298, -0.082968, 0.002597
0.420291, -0.082996, 0.002491
0.420276, -0.083063, 0.002333
0.420241, -0.083216, 0.002097
0.420203, -0.083381, 0.001915
0.420123, -0.083735, 0.001657
0.420017, -0.084198, 0.001424
0.419911, -0.084665, 0.001211
0.419803, -0.085137, 0.001019
0.419694, -0.085614, 0.000848
0.419475, -0.086577, 0.000549
0.419254, -0.087544, 0.000270
0.419032, -0.088516, 0.000008
0.418810, -0.089491, -0.000238
0.418587, -0.090469, -0.000471
0.418364, -0.091449, -0.000694
0.418139, -0.092431, -0.000907
0.417915, -0.093415, -0.001113
0.417690, -0.094401, -0.001314
0.417466, -0.095387, -0.001512
0.417241, -0.096373, -0.001707
0.417015, -0.097360, -0.001901
0.416790, -0.098347, -0.002096
0.416566, -0.099333, -0.002291
0.416341, -0.100320, -0.002487
0.416116, -0.101306, -0.002683
0.415891, -0.102292, -0.002879
0.415666, -0.103279, -0.003075
0.415441, -0.104265, -0.003271
0.415216, -0.105251, -0.003466
0.414991, -0.106238, -0.003662
0.414766, -0.107224, -0.003857
0.414541, -0.108211, -0.004053
0.414316, -0.109197, -0.004249
0.414091, -0.110184, -0.004444
0.413866, -0.111170, -0.004640
0.413641, -0.112157, -0.004836
0.413416, -0.113143, -0.005031
0.413191, -0.114129, -0.005227
0.412966, -0.115116, -0.005423
0.412741, -0.116102, -0.005618
0.412516, -0.117089, -0.005814
0.412291, -0.118075, -0.006010
0.412066, -0.119062, -0.006205
0.411841, -0.120048, -0.006401
0.411616, -0.121034, -0.006597
0.411392, -0.122021, -0.006792
0.411168, -0.123001, -0.007016
0.410943, -0.123986, -0.007217
0.410719, -0.124972, -0.007417
0.410494, -0.125957, -0.007617
0.410269, -0.126942, -0.007818
0.410044, -0.127928, -0.008018
0.409820, -0.128913, -0.008218
0.409595, -0.129899, -0.008419
0.409483, -0.130391, -0.008519
0.409370, -0.130884, -0.008619
0.409258, -0.131377, -0.008719
0.409146, -0.131869, -0.008819
